,id,polarity,text
1744,t2516,neutral,what differ drupal7 drupal6? what theming?
1745,t2517,neutral,"here, bro: <link>"
1746,t2519,negative,"i'v issu time kept disabl ""script"" tab realli annoying! i tri click paus button flash refresh, issue. then, click flash refresh, issue. i click paus button (so blinking), un-click blinking, refresh page seem fix it. the page break script error longer break error."
1747,t2520,positive,"still use heidisql, excellent!"
1748,t2523,neutral,"if come incred annoy sound, messagebox. it not, mayb kind child window see"
1749,t2524,negative,"oh, man, i sorri i must say it: code realli awful... it organis all, maybe... instead? edit: tri comment second third queries, sinc seem useless, make ""cur"" -> ""cursor"" chang i suggested:"
1750,t2525,negative,record class (the comput screen shot) useless! confus class..
1751,t2526,negative,"the dread integ arithmet attack again! when calcul ((3+2+1)/100), sinc operand integers, rubi use integ arithmet rather float point arithmetic. if 7/100 also return 0, round nearest integer, 0."
1752,t2527,neutral,how i use variabl name $it$ stringtempl partial?
1753,t2528,negative,it pain process ajax `files` server side script. you might try: <link>
1754,t2530,neutral,"if give search engin consid rel="""" noindex, nofollow?"
1755,t2532,neutral,i forgot mention one thing. you need add filter strut filter web.xml
1756,t2533,neutral,did ever find solution?
1757,t2534,positive,drama-fre practical. +1.
1758,t2535,positive,<@user> yeah...definit positive!
1759,t2536,negative,it realli depressing. end download whole bundl again.
1760,t2537,neutral,awt (this get 10 chars)
1761,t2539,negative,"i sorri say silverlight grid support cell merging. at least box. i resort use compon one studio silverlight order achiev this, even exact walk park. consid c1 data grid control. here sampl sampl code small write up. the side solut c1 control extrem expens :( i wish micro$oft came enhanc sl5 would accommod issues."
1762,t2541,positive,"excellent, thanks!"
1763,t2543,neutral,ever come anyth this?
1764,t2544,positive,i use git window i'm love it!
1765,t2545,negative,"i run too. it annoying! here might happening. the width li items, plus margin width #maincontainer. that mean last li item spill #maincontain script want move last bit in, leav extra click. one way check this: assign id last li, make width less, see fix it. if need make #maincontain wider."
1766,t2547,negative,mean nothing. you use
1767,t2550,neutral,"that i'm use extra switch, yes."
1768,t2551,negative,how i hate myserlf!
1769,t2552,positive,"excellent! your first comment right spot, two call necessary. i'll happi accept answer creat one."
1770,t2554,negative,sad faces! :( workoing.
1771,t2555,negative,it would sad:(
1772,t2557,negative,"i realis probabl absolut horribl way query, cours working. the point select user base date rang keyword."
1773,t2558,neutral,"i general import anything. if worri modul name might conflict python stdlib names, chang modul names!"
1774,t2559,neutral,doe input order sm 4.0 vertex shader matter? e.g. equival
1775,t2560,positive,amaz well works! i excel answer immediately! it like i'm live future!
1776,t2561,neutral,"i found transact tabl adapters. however, articl explain transact need even desirable! whi would worth tri implement transact alongsid tableadapters?"
1777,t2562,neutral,second paco question....
1778,t2564,positive,"hi i start play mongoose. it seem pretti awesome! now come django background, would one implement type option field like: so set like status open someth like that. or normal string field i set accord app?"
1779,t2565,positive,love solution!
1780,t2567,neutral,which initialize() method refer to? which class?
1781,t2568,negative,"this strange, tri here. it look scari code. where constructors?"
1782,t2573,negative,"i issu aptana (3.6.0.201...658) dark themes. everi time i hit cursor, horizont scroll bar workspac flicker view again. this seem bug, report alreadi long time ago: has anyon els found solution? make work aptana incred annoying."
1783,t2575,neutral,is possibl make play swf full screen mode html page lunch?
1784,t2576,negative,basic got call method reflection: get generic method templat call pass 4 type paramet invok method pass regular argument it pain :(
1785,t2580,negative,"when i slide next image, slider/carousel automat switch next imag previous imag disapear fast, give extrem ugli look. i'v made video make clear i mean, check here. anyon idea? code carousel:"
1786,t2581,positive,this amazing...i idea could control ui element without even need mess ui... you hero :) thank you!!!!!!!!!!!
1787,t2582,negative,is valid i'm realli worri specifi type also use def time?
1788,t2584,negative,my compani start look use wpf migrat 10 year old busi applications. these applic time run comput limited/old hardware. we littl worri hardwar might limit use wpf. we instal family.show basic older comput seem run ok. but would like know experi wpf older hardwar is? anyon will share experi us?
1789,t2585,positive,that would awesome. i could report 100% success rate e-mails! :)
1790,t2586,positive,dr. klaus schulten gave excel talk gtc2010: <link> gpgpu comput definit way go bioinformatics!
1791,t2587,negative,terminolog horribl confused.
1792,t2588,negative,ani updat annoy topic?!
1793,t2589,positive,gotta love stackoverflow!
1794,t2590,negative,"i usual post meta comments, 29k view 7 upvotes? that sad"
1795,t2591,negative,"in case, i'd keep dostuff() method subscrib with: admit pleas event wire designer... i find simpler inspect, personally. (i also hate autogener event handler names...)"
1796,t2593,positive,jeff articl excel read topic.
1797,t2594,positive,"+1. great question! now, i clue answer, i'll stay tuned."
1798,t2596,neutral,"make sure design put anyth think fanci well animated. mani times, becom big pain simul effect asp.net unless pro css javascript. coordin design develop must accord me, i would prefer sit close design till base design page finalized."
1799,t2597,neutral,it free mean term.
1800,t2599,neutral,"your question assum mail client follow rfc standard mime encoding, don't. i'd advis collect bunch mail sourc tri process as-it-exists. the problem face extrem difficult (perhap impossible) solv 100%."
1801,t2600,neutral,"when bug previous patch get merg main tree, lose ""who what"" information. i think shortcom tfs sure. too mani bug fix comment hurt long term peopl afraid touch stuff."
1802,t2601,neutral,"i maintain applic which, cours two years, constant requir new hardwar even usable, due amount new user new data inserted. however, justifi investi sometim hard do. i start wonder i establish maximum number user web applic current suports? i thought use jmeter script get realli nasti implement simul file transfer decison trees. what guy use?"
1803,t2602,neutral,"i need send receiv data serial connect (rs-232 rs-422). how i set communic connection? how i figur configur set (e.g. baud rate) i set them? in particular i look java, c/c++, one major unix shell i also interest serial program use windows/hyperterminal."
1804,t2604,negative,"this find arc length given parameter, find equidist point requir invers function. get one trivial. <@user> romo: it? i mean, use binari search, would horribl slow (for i'm tri do, anyway)."
1805,t2605,positive,+1 great article!
1806,t2606,positive,i'll second zend_form; excel ini style implement allow defin form extrem quickly:
1807,t2607,positive,+1 save lot time unit test data access layers. just note ts often need msdtc might desir (depend whether app need msdtc)
1808,t2608,positive,is way i get list model particular model belong rails? for example: hope make kind sense!
1809,t2612,positive,anybodi found yet good web site architectur use linq sql? ani help helpful!
1810,t2614,positive,"as may know, tonight, exact 23:31:30 utc, epoch time reach 1234567890! hurray! one way watch epoch time use perl: can anoth program language?"
1811,t2616,neutral,"i'm get notif back encrypt key ef vista, howev enabl bit locker drive encryption. anyon know find file may encrypt explan would notifi me?"
1812,t2618,negative,i vs2005 installed. but i afraid instal vs2008 lose everything. i think i instal 3.5 framework first. is correct?
1813,t2619,neutral,"i want simpl ide/editor c linux i add featur easily. for example: i want add right click menu item relat action editor. it easi extent add desir functionality. i tri eclips cdt much learning(i mean know eclips plug-in architectur cdt extens point stuff) small modification/ i want do. thanks, sachin"
1814,t2620,neutral,"the length python unicod string narrow-unicod build number utf-16 *code units*, actual unicod code points. truncat slice option go arbitrari index inde split surrog pair half, result missing/replac characters. on narrow build, `unichr(0x10345)` simpli fails; `len(u'\u00010345')` `2`. this price pay easi interact win32 utf-16l apis. most environ use ucs-4 suffer problem."
1815,t2622,positive,"wow, exact look for!"
1816,t2623,neutral,if longest qualif ever... `throw.in.todays.news.while.youre.at.it(...);`
1817,t2625,neutral,"if use anyone, i made it remov oldest item (bottom stack) get big. (this question top googl result ""c# limit stack size"")"
1818,t2626,neutral,"i'm afraid i know answer start look around area old hardware. the cpu variabl (usually) affect things. l1/l2 cach size, memori bus speed, memori speed/latency, hard drive speed, etc. signific factor mani applications."
1819,t2627,neutral,realted: <link>
1820,t2629,positive,see also excel answer: <link>
1821,t2630,neutral,"if slickest mean fastest, i'm afraid enumerable.repeat may 20x slower loop. see so use dotnetguy setallvalues() method."
1822,t2631,positive,"thank much, realli interest stuff!"
1823,t2632,neutral,"if worri peopl access web servic directly, could check call ip address host header make sure match expect ip addresses. if worri peopl steal inform journey server client, ssl way go."
1824,t2634,neutral,"whi silverlight includ question title? sqllite yet port silverlight 2, server side realli matter silverlight client application."
1825,t2635,positive,"ahh, i know wsdl command line util could generat one file mani asmx.... that awesome! i'll tri now. i integr build process too. great, thank!"
1826,t2636,neutral,"it could also problem worri run id fast (if expect lot records), sinc use 1/10 rang storag for."
1827,t2637,neutral,"i alway tri avoid return string literals, i fear defin outsid function. but i'm sure case. let take, example, function: is correct code? it work me, mayb work compil (gcc). so question is, (string) liter scope present/defin time."
1828,t2638,negative,"i creat vb.net lend applic cooper cater widows. the applic track member loan payments, also use account system. in first release, user felt show messagebox everi time error occur annoying. my solut output error label control. the user accept modification, feel wrong."
1829,t2639,positive,"im use autopersistencemodel fluent nhibern map entiti work fine :d however, sever object in databas singl comment table, entiti code, link tabl comments. at moment im is: everi entity. is way set convent map ilist<comment> wire automat manytomani tabl name convention? thank andrew"
1830,t2640,neutral,"would use double.tryparse, perform benefits."
1831,t2641,neutral,"""you never use name mutex"" never say never. if malici code run machine, i'm probabl alreadi hosed."
1832,t2642,negative,"jonathan comment sum feeling. in ef4, char(1) field come across string, ms obvious recogn pain."
1833,t2643,positive,"wow! yeah, i did'nt know that! great new feature."
1834,t2644,negative,"i'm write eclips plugin jdt. i need function track certain string regular express possibl creat markers. i know eclips alreadi //todo comments, exampl (creat task marker them) i'm sure i use mechanism. i write worri would ineffici sensit enough code chnanges."
1835,t2645,negative,"this terribl idea, compact databas alreadi suspect state lose data would otherwis recover compact. compact on close circumst turn off."
1836,t2646,neutral,updat way later: there actual built function get current user. i think nativeapplication.
1837,t2647,neutral,"flexelint commerci product develop histori common johnson origin unix lint, afaik. a non-commerci altern splint."
1838,t2648,neutral,"what max baudrat communic usb converters? i look website, say 230400 i may misread something. (230kbaud enough application)"
1839,t2649,positive,"got code working: basic i 3 list want add class (last) item appear last unord list. hope make sense, cheers!"
1840,t2651,negative,"this similar accept answer (becaus use java repres newlin rather el) <c:set/> element use set attribute: the follow snippet also works, second line <c:set/> element cannot indent (and may look uglier):"
1841,t2652,negative,"hi, i'm tri get code larri nyhoff book compil bloodshed. it actual taken word word author website, though i declar .cpp instead .h (the .h file ain't work tester application). the search(const datatyp item) function what give grief. the compil error says: what i'm i miss here?"
1842,t2654,negative,restor splitter distanc given lot grief too. i found restor user set form (or user control) load event gave much better result use constructor. tri constructor gave sort weird behaviour.
1843,t2655,neutral,"any, solari especi love threads."
1844,t2656,neutral,"while basic point correct, code shown much slower two version given question: afaik, get four `int` one cach line, mean averag get latenc less 30 cycl load data (not consid prefetching), condit jump loop (modern architectur hate mispredict those), get much, much cycl loop iteration. i'd wager, swap take least 100 200 cycles, probabl more, heavili depend number swap (how mani mispredict made)."
1845,t2657,negative,"i guess works, i'd never that. it scream bad practice. think code readabl etc.. come back code six month figur function call insid html markup."
1846,t2659,negative,"my form receiv asynchron callback anoth object random worker threads. i pass data main thread (where use updat onscreen controls) use deleg shown below. perform dread -- i reach 500 updat per second, program complet lock up. my gui process problem, i simul level updat within form problems. is effici mechan i use hand data thread thread?"
1847,t2660,neutral,2 structur variabl initiali calloc set 0 memset compar 2 structur memcmp worri structur garbag allow earn time
1848,t2662,neutral,"i look move compani intern busi app vb.net php. some peopl worri lose gui featur found .net. i impress right javascript framework, anyth .net gui replicated. while i still research point, i would like ask form featur .net gui fact replic javascript slight importantly, take much longer develop get results?"
1849,t2663,neutral,"i wrist pain i type i would like start write sql statements, store procedure, view use speech recognition."
1850,t2664,positive,"veri direct question, need know possibl mayb start read that. im programm zero experi window server client ask deliv window boxes(and wont let us use kind virtual them). thank guys, know 100% program relat but... hope help =) edit: wow, fast reply! thank guys!!!"
1851,t2666,positive,see here: i tri retrotransl 1.6 1.4.2 work pretti well!
1852,t2668,positive,awesom explanation!! serious awesome..
1853,t2669,positive,"doe anyon know link refer web contain sampl english dictionari word script, use popul dictionari tabl sql server? i handl .txt .csv file, someth similar. alternatively, i'm ad custom spellcheck function web apps...but i want integr standard components. if good refer (with samples) build dictionari word checker, i'd love too!"
1854,t2670,neutral,"to explain: appl section agreement specif list allow program languag c, c++, objective-c javascript. this caus lot confusion, doubt fear. eventu appl stop name languages. i know fact even place, varieti app store, published, develop use lua script way another."
1855,t2671,neutral,"reload() work. ""reloading"" usual implement forking. implement ""real"" reload() extrem difficult even serious attempt, perfect."
1856,t2672,neutral,"i need get current user too, can't find function... share solution?"
1857,t2673,neutral,what i increas performance/spe php script without instal softwar servers?
1858,t2674,negative,7 second ask answer yourself? isn't abus system little?
1859,t2677,positive,"i lot vrml+java work colleg love it, i feel like realli market skill. has anyon work high level graphic api like open inventor, coin..etc actual use degre make invest lot time api worthwhil someth hobby?"
1860,t2679,positive,"there sort work, includ core. referenc i think pass function use sort, like hope helps!"
1861,t2680,neutral,"<@user>--from i'v read, unit test hit file system, db, go accross network. i'm tri stick rules."
1862,t2682,neutral,i binari file i pars i'm use python. is way take 4 byte convert singl precis float point number?
1863,t2683,neutral,"this titl case, small word (articl prepositions) capitalized."
1864,t2685,neutral,"it creat new enumerable, may desir scenarios. you cannot sort ilist in-plac interfac except use arraylist.adapt method knowledge."
1865,t2686,negative,anoth thing i hate see i'v seen real code.
1866,t2689,neutral,"i process erlang suppos someth immedi spawn, send result back parent finished. how i figur pid process spawn it?"
1867,t2691,neutral,fals && fals == fals i'm afraid would need make negat xor order make correct.
1868,t2692,negative,-5 votes?? peopl downvot answer specifi reason well.
1869,t2694,positive,<@user> articl brilliant :d thank share it!
1870,t2695,positive,"+1 splint, excel tool free (as free speech, free beer)"
1871,t2696,positive,code sampl would great!
1872,t2699,positive,you awesom
1873,t2700,positive,"as far i know, i'm defin hacker, complet fine. really, someon want to, could exploit code anyway clientside, see could exploit server side code use javascript (unless use server side javascript)"
1874,t2701,negative,my applic link libsamplerate.a. i make distribut final binari easier. i worri perhap code insid .a file depend librari i also need distribute. but i worri i bloat applic much includ multipl copi eg. libc. what exact insid libsamplerate.a? just libsamper bytecode? or more?
1875,t2702,neutral,"this copi question but netbean (i'm eclips lover. ctrl+tab chang pages.) please, i'm curious."
1876,t2703,negative,as dev i worri event log get full hit error log error. but i suppos deal log failur whatev log (file/db).
1877,t2704,negative,"not exact answer i'm afraid, inform might help."
1878,t2705,neutral,<@user>: i use online?
1879,t2706,positive,"great thank fung! it especi ""start our debug session"" section helped."
1880,t2707,positive,i realli like c++ howev easili translat c# author web site too.
1881,t2709,positive,excellent. thanks.
1882,t2712,positive,"we could, that'd mean instal wsdl2rubi forth. sometim dog slow fine :-)"
1883,t2713,negative,"when say detect realli mean collect everyth packet want there? i find hard believe. it need configuration, works. get sensibl filter get want load crap harder!"
1884,t2715,negative,i fed turn everi time i open application.
1885,t2718,neutral,"after dig hack turn terribl hard drop cakewalk interfac application. it pretti without lot work, work right away."
1886,t2719,neutral,"this code 99% correct. however, call peek pop without put anyth stack, crash index -1. this could easili fix ad index bound checking."
1887,t2720,negative,"might answer, i'm afraid i can't speak experience."
1888,t2721,neutral,if i understand correctly: current cpu develop compani like amd intel api code (the assembl language) see 2g languag top machin code (1g language) would possibl desir (perform otherwise) cpu would perform il handl core instead current api calls?
1889,t2722,neutral,think use code limit size queue..which also circular buffer.
1890,t2723,positive,excel pair web cast (30 minut videos) patrick smacchia filip ekberg talk featur ndepend use them:
1891,t2724,neutral,"comprehens i'v found, suffer much problem note control panel. mayb help updat inform found independently?"
1892,t2726,positive,"my work gave quad core computer, wow build time fast! (what use take 20+ minut take 7 minutes). anyway, visual studio build project parallel (great build times), scrambl output: is plugin sort output build complete?"
1893,t2729,neutral,"is standard way see much stack space app highest watermark stack usag run? also dread case actual overflow happens? doe crash, trigger except signal? is standard differ system compilers? i'm look specif windows, linux macintosh."
1894,t2730,positive,"this great, thank tip!"
1895,t2731,positive,+1 mos def. thank inspir :) how progress there?
1896,t2732,neutral,i'm afraid that java ;)
1897,t2733,positive,wow! veri simpl great effect...
1898,t2734,negative,"you might want consid use replac window terribl command-lin chrome. it offer fulli redefin keyboard shortcut plus tabs, ideal irb."
1899,t2735,positive,fantast that exact i look for!
1900,t2737,neutral,"the stackoverflow transcript enormous, sometim i want link littl bit within it. how i creat html anchor fogbugz wiki page?"
1901,t2738,negative,"as i'm former c++ programm code make cringe. multipl postincr c/c++ ""undefin behaviour"" (i.e. error, compil tell so.) it legal c# java alway output ""1,2,3"" c++ programm colleagu hate it."
1902,t2739,positive,"the (nltk) excel resourc consid python language. it incorpor lot stuff expect text processing/nlp environ like parsers, stemmer part-of-speech tagging. document pretti good too. as datasets, nltk come varieti experi with. hope helps, b."
1903,t2740,neutral,"<@user> howev i believ clever refer ""cat abuse"""
1904,t2742,negative,"ani progress one? to emb complex function (includ history-awar interactivity) mvc page without involv rest page reason common desire. the altern i see, requir use page track compon query-str state, horrible."
1905,t2743,neutral,"i'm write simpl app that go tini form sit one corner screen, updat itself. i'd realli love form transpar transpar user-configurable. is easi way achiev this?"
1906,t2744,positive,"i recent import 60k record tabl relat data one tabl data anoth table. however, client sinc request sort order ad 60k records. my hope nice clean way auto generat sort order sql update. the finish data look someth like this: can done? ani suggest would huge appreciated. --ann"
1907,t2751,positive,"excel question i agree, throw http not author status."
1908,t2753,positive,"ah, final i solv annoy problem!"
1909,t2755,positive,excel answer
1910,t2756,negative,"i'm receiv recoveri feed exchang recov data miss primari feed. the exchang strong recommend listen recoveri feed data needed, leav multicast i recov data i need. my question is, i use asio, read nic i need it, harm? the messag sequenc numbers, i can't accident process old messag ""left"" card. is realli harm application?"
1911,t2757,negative,"i current speaker set offic live room, connect pc via two sound cards, would like switch set speaker i'm output fly. anyon know applic window api call i use chang default sound output device? it current bit pain travers exist control panel system."
1912,t2758,neutral,"note use memcmp() non static stuctur without worri padding, long initialis member (at once). this defin c90:"
1913,t2759,positive,"flow control steven; question seem whether pattern used, seem rather subject base answers, excel question thought."
1914,t2761,neutral,"i'm talk with stream stackoverflow podcast download lastest updat ubuntu, i would like qos work i use stackoverflow without http connect time take forever. i'm use iconnect 624 adsl modem qos built-in i can't seem get work. is even possibl control downstream (ie. isp modem)?"
1915,t2762,neutral,<@user>: also need worri situat user access applic drive program.
1916,t2763,negative,"i want catch url root folder url <link> the url cannot end trail slash, can't contain slash all. pass: <link> <link> <link> ** fail! <link> ** fail!"
1917,t2764,neutral,"if get thrown fact user/group list ""limit access"" acl on, say, parent site/web. that placehold sharepoint use make sure peopl access least bare minimum set object (e.g. theme ui file parent web itself) get list item actual want access to. as long group access singl list, worri access anyth else."
1918,t2765,negative,"bad behavior setting. i think make sens theori way, practic realli annoy"
1919,t2766,neutral,"if devstudio crash lot you, might tri uninstal add-in extens first step. it might save lot pain."
1920,t2770,positive,work great
1921,t2771,neutral,also i would try: but i air instal i can't realli test this...
1922,t2774,negative,can't find
1923,t2775,neutral,has anyon built websit ironpython asp.net. what experi combin readi prime-time?
1924,t2777,neutral,suppos tabl a: tabl b: i want join a*b a.itemid=b.itemid right left ways. i.e. result: is way one queri mysql?
1925,t2779,neutral,"though awar start string upper case, call `string.tolower` first, sinc `totitlecase` work upper case strings."
1926,t2780,neutral,"becous web servic use intergrad 3rd parti data feed, custom wish abl setup without wait next releas software. e.g excel inport data web servic without microsoft kown wsdl wrote excel!"
1927,t2781,neutral,"but question simpl assum ... but sure googl question? pretti much everi regex primer find anywher use ip example! score 183,000 hits!"
1928,t2782,positive,i'd realli love work ie. i'm abl chang fact tabl use here. ie browser project i'm work requir support. here code: i'v use tryit editor play this. thank advanc help!
1929,t2783,positive,"i know techsmith screen record api call access programatically. i use it, i'v use snagit api compani excellent."
1930,t2785,positive,your best bet probabl tcpclient. there great sampl exact right .net document here: good luck you!
1931,t2787,positive,"i realiz old, absolut fabul php activecord librari called, appropriately, php activerecord. i'v use sever month blow away libraries. check out:"
1932,t2788,positive,"i second flashdevelop. you get visual design stuff mxml, code (both mxml as) excellent."
1933,t2792,positive,the overlap part excel point. it also worth clarifi question common case substr vari length.
1934,t2793,neutral,here perl solut here rubi solut here rubi one-lin solution: what one-lin use regular express substitut first charact word uppercas version it.
1935,t2794,positive,"i queri simpli select 3 tables. select comment tabl comment articl select userid tabl find kind user if user one type, search one table...els search anoth tabl final info. how would i go this? i'm littl new mysql stuff, total appreci patience! ps let know isnt clear... thanks!"
1936,t2795,positive,take 200th upvot excel question.
1937,t2798,positive,"excel comment, flea. my head asplode."
1938,t2799,neutral,"may want replac `""\\""` `file.separator` make work linux."
1939,t2800,positive,i'd like abl see registri key use for. a book registri would fine well. info window vista chang would great!
1940,t2802,negative,the ebook summaris thread.suspend thread.resum thusly: the deprec suspend resum method two mode danger useless! the book recommend use synchron construct perform thread suspend resuming.
1941,t2803,negative,"i test code access 2007 databas except (i went high 13000 inserts). however, i notic terribl slow creat connect everi time. if put ""using(connection)"" outsid loop, goe much faster."
1942,t2804,positive,"program student here...tri work project i'm stuck. the project tri find mile per gallon per trip end output total mile total gallon use averag mile per gallon how i loop back first question first set question asked. also i averag trips...wil i variabl trips? i'm stuck, help would great!"
1943,t2805,positive,total awesom
1944,t2806,negative,"if i avoid it, no. and, knowledge, alway way avoid it. but i'm state total useless either"
1945,t2807,positive,"strang no one mention gedit (gnome) openkomodo (windows, mac, gnu/linux...). both great! openkomodo especi deal tab space well. and free. whee! when i need lighter weight thingy, i use gedit. download openkomodo"
1946,t2808,negative,i suffer problem first exampl enum show all. this answer even attempt address issue.
1947,t2809,negative,"i came across idiom open-sourc python, i choke drink. rather than: even: code read: i see result, typic idiom python? if so, perform hack run fast? or once-off need code review?"
1948,t2811,neutral,"no, i never figur good luck!"
1949,t2812,positive,both answer realli help thanks!
1950,t2814,positive,take look [this answer](<link> hope helps!
1951,t2815,positive,googl led solut (base64_encode). hope helps!
1952,t2816,neutral,actual even malici code. it could accident name collision.
1953,t2818,positive,i'm new develop web applic use .net framework. i'm wonder .net support save custom int valu (log in) user? could i perhap use httpcontext.us properti something? i'd realli grate help this! /ylva
1954,t2819,negative,"regex horribl option perform replac larg amount text. as power is, mani regex propon see world nail regex hammer. for use case involv larg amount text, look fastreplac <link>"
1955,t2820,neutral,<@user>: what horribl use ajax queri string updat part page?
1956,t2821,positive,thoma becker (author second link above) longer articl excellent: <link>
1957,t2822,positive,"i'm build marketplac applic use paypal express. i'v got form seller input paypal api credentials, i need way valid make sort call paypal. i'm use paypalexpressgateway activemerchant, i see anyth standard purchas controls. is sort null-oper used? ani help would great appreciated!"
1958,t2824,neutral,"if forc use particular compil i suggest use qt new 5.3 version find class dedic serial ports: the code write run supprit qt platforms, least serial ports."
1959,t2825,negative,"i .net assembl com+ servicedcopmon moment i instal gac get everyth working. this mean i need everi assembl refer gac well. dure develop quit pain make chang thes assemblies, re-instal gac test. is possibl maintain com+ compon everyth gac?"
1960,t2826,neutral,"make sure file svn:keyword ""rev id"" put $rev$ somewher there. see"
1961,t2827,neutral,i lost mysql usernam password. how i retriev it?
1962,t2830,positive,awesom start gripe turn real educ experi thank everyone!
1963,t2831,neutral,"i'v knock basic version i'm look for, perfect it'll job someth better come along."
1964,t2832,positive,"too awesome! this actual answer unask question mine, stop peopl cut other corpor meeting."
1965,t2833,neutral,"use case me: so i compar object mssql compact entiti without worri type fields. (i compar object compact databas field name issometh issomething.) in words, sake laziness."
1966,t2834,positive,"creat custom type done powershell. kirk munro actual two great post detail process thoroughly. the book also code sampl creat domain specif languag creat custom types. the book excel around, i realli recommend it. if look quick way above, could creat function creat custom object like"
1967,t2837,positive,great point change!
1968,t2839,negative,matt revu accept answer. you scroll long way get [pure javascript answer](<link> i fear user take accept answer gospel use antiqu librari result.
1969,t2840,neutral,<@user>: final dispos unmanag mutex unless can't know mutex creat manag app attach exist one.
1970,t2843,neutral,"dont mark guy down. technic correct <link> ioc general principal. flow control ""inverted"" depend inject effect deleg depend extern system (e.g. ioc container)"
1971,t2844,neutral,"it general better keep open. if concern abl read anoth process, need make sure share mode use open/cr allow other read (but write them, obviously). if worri lose data event crash, period flush/commit buffers."
1972,t2845,negative,list comprehens perform link dead :(
1973,t2846,positive,"thank djuth, work great simple! i admit pretti limit though, example, i would love autocomplet staff name return staffid i probabl play around what ad parsed."
1974,t2847,positive,"are tool assist internation string within jsp files? most ide (for example, offer featur java code. however, case netbeans, featur exist jsp files. with example, various tool assist extract text string code. someth similar jsp would great!"
1975,t2849,neutral,"you could use findwindow get hwnd window, use bringwindowtotop function found win32 api."
1976,t2850,neutral,"are realli sure need use cursor? those suppos first choic sql server days. in fact, mani expert abhor them."
1977,t2851,negative,this problem window firewal annoy introduction. and persist trough sever version windows. i two questions: is possibl disabl least requir confirm xp/2003 server doe uac handl vista/2008 server? if way disabl it?
1978,t2853,positive,"thank gumbo, i suppos this'll do. i would'v like concis solut thank anyway, i never knew js-uri class existed!"
1979,t2854,negative,"i need pass regex substitut variable: this, course, work. i tri eval' substitution: work either. what horribl obvious thing i miss here?"
1980,t2855,negative,"this annoy annoying... if need export regexbuddi histori take look print consol history, also json."
1981,t2856,positive,great question!
1982,t2857,neutral,how i code compani icon appear left-sid next url address browser address bar?
1983,t2861,negative,/me work code scream agony.
1984,t2863,neutral,"i session are, fact, get mix up. <link>"
1985,t2864,neutral,"this titl case, small word (articl prepositions) capitalized."
1986,t2865,neutral,wow! i alway thought doubl quot required!
1987,t2867,neutral,"unfortun want make open api, mani peopl unabl use content-typ headers. the sad realiti usual need allow hacks, even permit standard way too."
1988,t2869,neutral,"i'v got realli simpl powershel script (see below). i'v got installutil alias use follow profile: in powershel i simply: this return successfully. (install/commit complet successfully). yet i check registry, powershel use get-pssnapin -regist show assembly. i day work fine, i seem abl duplic ... pleas advise."
1989,t2870,neutral,"appar there obvious ""client"" properti i complet missed!"
1990,t2871,neutral,anyon experi use together? how well work? much grief?
1991,t2872,positive,"tri it, love it. use right now."
1992,t2873,positive,"+1 umbraco. it never ever limit way. it learn curve, get know basic system, amaz thing done short period time. also, great support community!"
1993,t2874,neutral,just general fyi: it [almost *always* better](<link> simpli `throw;` instead `throw e;`
1994,t2876,positive,vista latest xampp latest xdebug.dl work fine!
1995,t2877,neutral,"when open adob acrobat pro, whether applescript finder, introductori dialog shown. is way show dialog without alreadi check ""don't show again"" option open document use applescript? photoshop illustr applescript librari way set interact level show dialogs, i can't seem find option acrobat."
1996,t2880,negative,use pain easi access movi imdb site: howev i see way get pictur thumbnail movi cover. suggestions?
1997,t2881,neutral,"give full access, want it. she suppos manag project developing, efficiently, might need abl look part project. of course, there alway danger might someth stupid malicious. if part process audit changes, abl find mess anything."
1998,t2882,positive,i love way assimil anoth answer!
1999,t2883,positive,(python remot objects) fair clever server/cli go python. i use alot though sinc i'm communic host alway python. xmpp lend extend fair easili too. there excel xmpp librari python call reason date depend twisted.
2000,t2884,positive,excel method minor changes. just i look for. thank you.
2001,t2886,neutral,how i get programmat access call stack?
2002,t2887,positive,have tri log linux instal oracl user when log abl chang password. good luck :)
2003,t2888,positive,"just person opinion, actual answer but... i love login form (not pages) show center page type usernam password log without ever leav current page!"
2004,t2889,negative,imo pain debug tend intermediari variabl inspection.
2005,t2890,negative,"no, extrem bad idea."
2006,t2891,negative,is way run specif ant task via keyboard? i rsync dev task i run lot run mous double-click pain.
2007,t2892,neutral,continu integr setup use svnrevisionlabel pass variabl msbuild use creat compil websit dll. it avail .net use getcurrentassembly() final build.
2008,t2893,neutral,"this flat wrong i'm afraid follow w3c guidelines: <link> xml form readabl make ""compact"" rather use element attribut correct purpos design for."
2009,t2894,positive,i hope fortun favor brave :)
2010,t2896,negative,i column contain string oper (1) oper (600) far. i want get numer order i'v come ugly. better suggestions?
2011,t2900,positive,"i would say yes, ander heljsberg intent make observ pattern first-class languag featur event c#, base experi delphi. ander make design intent clear excel interview"
2012,t2901,negative,-1 this languag agnostic.
2013,t2902,positive,"an excel book i have, cover topic, clifton nock. it got mani good explan good idea decoupl busi layer persist layer. you realli give try. it one favorit books."
2014,t2903,negative,i see microsoft still horribl magic version control stuff...
2015,t2904,neutral,"i would avoid modul global certainly. for variabl restrict local scope, see function ever go need use builtin, someth i'd worri about."
2016,t2905,neutral,"whi believ ""templat metaprogram rage""?"
